3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.504140333333332497e-02,3.504140333333332497e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02,3.505799999999999195e-02
